"timestamp","packet loss"
"08/10/2022 15:26:47","N/A"
"08/10/2022 15:27:36","N/A"
"08/10/2022 15:31:48","N/A"
"08/10/2022 15:32:21","N/A"
"08/10/2022 15:33:09","N/A"
"08/10/2022 15:34:29","N/A"
"08/10/2022 15:38:48","N/A"
